Time,Phuong,year,month,quarter,month_sin,month_cos,GiaTri_log,GiaTri,GiaTri_log_lag1,GiaTri_log_lag2,GiaTri_log_lag3,GiaTri_log_roll3,GiaTri_log_roll6
2022-05-01, Phường Bến Nghé,2022,5,2,0.49999999999999994,-0.8660254037844387,20.48437648703619,787502013.7206279,20.480911387675643,20.24468825783235,20.743159518820182,20.48958638810939,20.394339495305008
2022-06-01, Phường Bến Nghé,2022,6,2,1.2246467991473532e-16,-1.0,20.30992402691599,661436157.6707811,20.48437648703619,20.480911387675643,20.24468825783235,20.40332537751473,20.37700594592449
2022-07-01, Phường Bến Nghé,2022,7,3,-0.4999999999999997,-0.8660254037844388,20.272977806337757,637444520.6439621,20.30992402691599,20.48437648703619,20.480911387675643,20.425070633875944,20.353339552476008
2022-08-01, Phường Bến Nghé,2022,8,3,-0.8660254037844384,-0.5000000000000004,20.43035605752428,746089449.2821668,20.272977806337757,20.30992402691599,20.48437648703619,20.355759440096644,20.422672914103018
2022-09-01, Phường Bến Nghé,2022,9,3,-1.0,-1.8369701987210297e-16,20.59181918370632,876826048.7189058,20.43035605752428,20.272977806337757,20.30992402691599,20.33775263025934,20.370539003887036
2022-10-01, Phường Bến Nghé,2022,10,4,-0.8660254037844386,0.5000000000000001,20.524409577479563,819667703.3384436,20.59181918370632,20.43035605752428,20.272977806337757,20.431717682522784,20.428394158199364
2022-11-01, Phường Bến Nghé,2022,11,4,-0.5000000000000004,0.8660254037844384,20.411484010628666,732141243.7560053,20.524409577479563,20.59181918370632,20.43035605752428,20.515528272903385,20.43564385650002
2022-12-01, Phường Bến Nghé,2022,12,4,-2.4492935982947064e-16,1.0,20.83072323641637,1113443425.4560444,20.411484010628666,20.524409577479563,20.59181918370632,20.50923759060485,20.423495110432096
2023-01-01, Phường Bến Nghé,2023,1,1,0.49999999999999994,0.8660254037844387,20.680631756183658,958261971.410734,20.83072323641637,20.411484010628666,20.524409577479563,20.588872274841535,20.510294978682158
2023-02-01, Phường Bến Nghé,2023,2,1,0.8660254037844386,0.5000000000000001,20.778961368021,1057275726.121706,20.680631756183658,20.83072323641637,20.411484010628666,20.640946334409566,20.578237303656476
2023-03-01, Phường Bến Nghé,2023,3,1,1.0,6.123233995736766e-17,20.15818252471299,568312796.3767458,20.778961368021,20.680631756183658,20.83072323641637,20.763438786873678,20.636338188739263
2023-04-01, Phường Bến Nghé,2023,4,2,0.8660254037844387,-0.4999999999999998,20.638395535165603,918631420.534822,20.15818252471299,20.778961368021,20.680631756183658,20.539258549639214,20.564065412240378
2023-05-01, Phường Bến Nghé,2023,5,2,0.49999999999999994,-0.8660254037844387,20.198804370976383,591874021.8576584,20.638395535165603,20.15818252471299,20.778961368021,20.525179809299864,20.583063071854713
2023-06-01, Phường Bến Nghé,2023,6,2,1.2246467991473532e-16,-1.0,20.161075663915145,569959385.1666802,20.198804370976383,20.638395535165603,20.15818252471299,20.33179414361833,20.547616465245998
2023-07-01, Phường Bến Nghé,2023,7,3,-0.4999999999999997,-0.8660254037844388,20.605110988038803,888558448.6557842,20.161075663915145,20.198804370976383,20.638395535165603,20.33275852335238,20.436008536495798
2023-08-01, Phường Bến Nghé,2023,8,3,-0.8660254037844384,-0.5000000000000004,20.06934360726414,520002202.6213543,20.605110988038803,20.161075663915145,20.198804370976383,20.321663674310113,20.42342174180499
2023-09-01, Phường Bến Nghé,2023,9,3,-1.0,-1.8369701987210297e-16,20.40802185477045,729610839.5109352,20.06934360726414,20.605110988038803,20.161075663915145,20.27851008640603,20.305152115012177
