content,type,priority
https://www.facebook.com/profile.php?id=61566950557141 nền tảng công nghệ bất động sản đăng tin miễn phí với AI và Blockchain gợi ý khách hàng tìm năng và hỗ trợ tìm kiếm khách hàng., text, 1
