Ma_BDS,Ngay_dang,So_phong_ngu,So_nha_tam,Duong,Phuong,Quan,Thanh_pho,Dien_tich_su_dung,Dien_tich_dat,Chieu_dai,Chieu_rong,Gia_ban
21567755,21/04/2022,2.0,2.0,Tân Túc, Thị Trấn Tân Túc, Huyện Bình Chánh, TPHCM,80.0,80.0,20.0,4.0,2000000000.0
21569454,21/04/2022,6.0,6.0,Nguyễn Cửu Phú, Xã Tân Kiên, Huyện Bình Chánh, TPHCM,130.0,150.0,20.0,7.5,2000000000.0
21569647,21/04/2022,6.0,6.0,Liên Ấp 1-2, Xã Phạm Văn Hai, Huyện Bình Chánh, TPHCM,132.0,94.0,19.0,5.0,2500000000.0
21578740,07/04/2022,2.0,2.0,Huỳnh Hữu Trí, Xã Bình Chánh, Huyện Bình Chánh, TPHCM,90.0,90.0,20.0,4.5,3200000000.0
21577941,06/04/2022,1.0,1.0,Bờ Nhà Thờ, Xã Bình Chánh, Huyện Bình Chánh, TPHCM,80.0,80.0,20.0,4.0,920000000.0
21573825,04/04/2022,6.0,3.0,Huỳnh Văn Trí, Xã Bình Chánh, Huyện Bình Chánh, TPHCM,184.0,184.0,23.0,8.0,2200000000.0
21573736,04/04/2022,2.0,2.0,Đường số 18B, Xã Bình Chánh, Huyện Bình Chánh, TPHCM,210.0,105.0,21.0,4.0,1850000000.0
21565173,29/03/2022,3.0,2.0,Huỳnh Hữu Trí, Xã Bình Chánh, Huyện Bình Chánh, TPHCM,180.0,70.0,17.0,4.0,1900000000.0
21546666,15/03/2022,2.0,1.0,Huỳnh Hữu Trí, Xã Tân Tạo, Huyện Bình Chánh, TPHCM,200.0,100.0,20.0,5.0,1200000000.0
21538774,08/03/2022,5.0,5.0,Quốc Lộ 1A, Xã Tân Quý Tây, Huyện Bình Chánh, TPHCM,206.0,103.0,20.0,5.0,1200000000.0
21526527,01/03/2022,4.0,2.0,Đinh Đức Thiện, Xã Bình Chánh, Huyện Bình Chánh, TPHCM,150.0,100.0,20.0,5.0,1300000000.0
21518815,17/02/2022,11.0,11.0,Đinh Đức Thiện, Xã Tân Quý Tây, Huyện Bình Chánh, TPHCM,,223.0,22.0,10.0,3400000000.0
21439233,21/12/2021,3.0,5.0,Quách Điêu, Xã Vĩnh Lộc A, Huyện Bình Chánh, TPHCM,375.0,95.0,19.0,5.0,5600000000.0
21480510,16/12/2021,3.0,2.0,An Phú Tây - Hưng Long, Xã An Phú Tây, Huyện Bình Chánh, TPHCM,100.0,103.0,20.0,5.0,1025000000.0
21439783,07/12/2021,2.0,2.0,Kênh Trung Ương, Xã Vĩnh Lộc A, Huyện Bình Chánh, TPHCM,78.0,2.0,13.0,4.0,950000000.0
21250559,19/07/2021,2.0,2.0,Đường số 15, Xã Bình Hưng, Huyện Bình Chánh, TPHCM,,80.0,20.0,4.0,6720000000.0
21298672,07/07/2021,2.0,2.0,Nguyễn Thị Tú, Xã Vĩnh Lộc B, Huyện Bình Chánh, TPHCM,48.0,48.0,12.0,4.0,1380000000.0
21111570,06/07/2021,18.0,19.0,Tân Liêm, Xã Phong Phú, Huyện Bình Chánh, TPHCM,500.0,1491.0,50.0,30.0,12500000000.0
20921661,10/06/2021,2.0,2.0,Đường số 8, Xã Vĩnh Lộc A, Huyện Bình Chánh, TPHCM,68.0,68.0,17.0,4.0,3000000000.0
21301954,27/05/2021,4.0,2.0,Đoàn Nguyễn Tuấn, Xã Tân Quý Tây, Huyện Bình Chánh, TPHCM,300.0,300.0,30.0,10.0,2600000000.0
21327154,25/05/2021,4.0,2.0,Quy Đức, Xã Quy Đức, Huyện Bình Chánh, TPHCM,,114.0,22.0,5.0,2600000000.0
21312661,16/05/2021,1.0,1.0,Võ Văn Vân, Xã Vĩnh Lộc B, Huyện Bình Chánh, TPHCM,80.0,60.0,15.0,4.0,1350000000.0
21283939,26/04/2021,2.0,2.0,Hoàng Phan Thái, Xã Bình Chánh, Huyện Bình Chánh, TPHCM,160.0,54.0,12.0,4.5,1980000000.0
21269650,15/04/2021,2.0,2.0,Đinh Đức Thiện, Xã Tân Quý Tây, Huyện Bình Chánh, TPHCM,108.0,54.0,13.5,4.0,1090000000.0
21248171,31/03/2021,5.0,5.0,An Hạ, Xã Phạm Văn Hai, Huyện Bình Chánh, TPHCM,120.0,120.0,18.0,6.7,3900000000.0
21226214,16/03/2021,1.0,1.0,Hương lộ 11, Xã Hưng Long, Huyện Bình Chánh, TPHCM,60.0,40.0,10.0,4.0,460000000.0
21212948,06/03/2021,2.0,2.0,Quách Điêu, Xã Vĩnh Lộc A, Huyện Bình Chánh, TPHCM,52.0,52.0,13.0,4.0,1850000000.0
21168668,27/01/2021,2.0,2.0,Liên Ấp 2-6, Xã Vĩnh Lộc A, Huyện Bình Chánh, TPHCM,48.0,48.0,12.0,4.0,0.0
